images,retweet_of,handle_original_tweet,handle_original_tweet_name,handle_original_tweet_user,type_of_tweet,time_elapsed,comments_on_tweet,retweets_on_tweet,quote_on_tweet,likes_on_tweet,text,link,profile,profile_handle,posts,likes,followers,following,user,username,quote_original_text
[],,,,,tweet,"May 22, 2024 · 7:11 PM UTC","1,604",162,84,716,"Now is the moment for Britain to choose its future. 

Watch my first election rally live below.

 nitter.poast.org/i/broadcasts/1zq…",https://nitter.poast.org/RishiSunak/status/1793358994674999437#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 22, 2024 · 5:58 PM UTC","5,846",927,"1,206","5,437",This is why I’ve just called the election.,https://nitter.poast.org/RishiSunak/status/1793340772390932961#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGOMwOcBW8AA9Z1h.jpg'],,,,,tweet,"May 22, 2024 · 5:19 PM UTC","2,703",317,248,"1,919","We must not put our hard earned economic stability at risk.

We must restore pride and confidence in our country.

With a clear plan and bold action we will deliver a secure future for you, your family and our United Kingdom.",https://nitter.poast.org/RishiSunak/status/1793330979932631175#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGOMi_K_WgAEklWI.jpg'],,,,,tweet,"May 22, 2024 · 4:18 PM UTC","3,887",571,439,"2,456","These uncertain times call for a clear plan and bold action to chart a course to a secure future. 

You must choose in this election who has that plan and who is prepared to take that bold action to secure a better future for our country and our children.",https://nitter.poast.org/RishiSunak/status/1793315552661794830#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 22, 2024 · 1:13 PM UTC",273,187,16,"1,283","What an inspiration.

Great to have you back @cmackinlay 👏",https://nitter.poast.org/RishiSunak/status/1793269064866955299#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 22, 2024 · 7:59 AM UTC","2,070",211,163,"1,184",Today marks a major moment for our economy.,https://nitter.poast.org/RishiSunak/status/1793189935752634611#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGOKWM0PW0AA1oG1.jpg'],,,,,tweet,"May 22, 2024 · 6:13 AM UTC","3,764",540,503,"3,400",Inflation is back to where it should be.,https://nitter.poast.org/RishiSunak/status/1793163376522104899#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,@10DowningStreet,quote,"May 21, 2024 · 2:03 PM UTC",864,93,41,606,"This is a big moment.

Advancements like these prove the UK’s status as a world-leader in AI.",https://nitter.poast.org/RishiSunak/status/1792919093617561746#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,"We're rolling out groundbreaking AI to help treat cancer patients.

Backed by £15.5 million in funding, this cutting-edge tech can locate where in the body to direct radiotherapy 2.5 times quicker than doctors alone.

But that's not the only way we’re harnessing AI's potential 🧵"
['https://nitter.poast.org/pic/orig/media%2FGOGt0bIWUAAWZGb.jpg'],,,,,tweet,"May 21, 2024 · 1:23 PM UTC","2,847",225,235,"1,174","Britain is leading the way on tackling illegal migration.

Don’t take my word for it, that’s what the Austrian Chancellor told me earlier today.",https://nitter.poast.org/RishiSunak/status/1792909186344321533#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGOFhQ1DXUAAATHA.jpg'],,,,,tweet,"May 21, 2024 · 7:44 AM UTC","1,463",188,116,"1,088","We cannot tackle illegal migration alone.

I’m in Vienna with @karlnehammer who shares my urgency to end the vile trade of people smuggling.",https://nitter.poast.org/RishiSunak/status/1792823831742345689#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 21, 2024 · 6:25 AM UTC","2,722",243,366,"1,427","Today I’m in Austria to fight for a safer future.

We will always defend our country.",https://nitter.poast.org/RishiSunak/status/1792803945695621456#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 20, 2024 · 5:35 PM UTC","1,865",320,176,"1,553","On behalf of this and every Government stretching back to the 1970s, I am truly sorry.",https://nitter.poast.org/RishiSunak/status/1792609987203625436#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGOCPiDnXoAAhrhg.jpg'],Rishi Sunak retweeted,,UK Prime Minister,@10DowningStreet,retweet,"May 20, 2024 · 4:24 PM UTC",627,247,114,978,Prime Minister Rishi Sunak speaks directly to victims and their families on the infected blood scandal.,https://nitter.poast.org/10DowningStreet/status/1792592345319276905#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,UK Prime Minister,@10DowningStreet,
['https://nitter.poast.org/pic/orig/media%2FGN2UH1KW8AAVS02.jpg'],Rishi Sunak retweeted,,Rt Hon Grant Shapps MP,@grantshapps,retweet,"May 18, 2024 · 8:42 AM UTC",557,162,31,831,"With attention building for #DDay80, we shouldn’t forget today’s 80th anniversary of Monte Cassino, a hard-fought victory for Allied forces that paved the way for the liberation of Rome. 

The Allies suffered over 54k casualties and their sacrifice will never be forgotten.",https://nitter.poast.org/grantshapps/status/1791751091576590742#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rt Hon Grant Shapps MP,@grantshapps,
[],Rishi Sunak retweeted,,James Cleverly🇬🇧,@JamesCleverly,retweet,"May 18, 2024 · 7:44 AM UTC","1,683",103,72,321,"Illegal migration is a global challenge. But we are not tackling it alone.  
 
Our close partnership with France is delivering results. 

Around 7,000 illegal and deadly Channel crossing attempts have been stopped since the start of this year.",https://nitter.poast.org/JamesCleverly/status/1791736594010984779#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,James Cleverly🇬🇧,@JamesCleverly,
['https://nitter.poast.org/pic/orig/media%2FGN26t6JWkAAApC6.jpg'],,,,,tweet,"May 18, 2024 · 11:30 AM UTC","3,959",384,"1,493","11,326","Still buzzing. 

We’re going to Wembley! 🎶⚽️",https://nitter.poast.org/RishiSunak/status/1791793553728835999#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGNyXVduWkAAMU8r.jpg'],,,,,tweet,"May 17, 2024 · 2:25 PM UTC","1,505",160,91,795,"The first shipment of UK aid has successfully been delivered across the temporary pier off Gaza.

Our Armed Forces alongside our partners have played a central role in delivering this support.

More land routes must open so much more aid gets to where it's needed most.",https://nitter.poast.org/RishiSunak/status/1791475254289723544#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],Rishi Sunak retweeted,,Jeremy Hunt,@Jeremy_Hunt,retweet,"May 17, 2024 · 8:54 AM UTC","2,706",231,302,550,"Today, I’m releasing analysis by independent civil servants at the Treasury on Labour’s plans for office.

That shows a £38 billion black hole in their plans, which can only be fixed by further tax rises - the equivalent of £2100 per family. 

public.conservatives.com/pub…",https://nitter.poast.org/Jeremy_Hunt/status/1791391820506632413#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Jeremy Hunt,@Jeremy_Hunt,
[],,,,,tweet,"May 16, 2024 · 6:34 PM UTC","3,251",215,236,"1,397",I will always protect our children.,https://nitter.poast.org/RishiSunak/status/1791175401659568225#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],Rishi Sunak retweeted,,Gillian Keegan MP,@GillianKeegan,retweet,"May 16, 2024 · 8:46 AM UTC","1,178",207,95,"1,121","No more situations where parents are prevented from seeing materials.

No more teaching children topics way beyond their years.

No more teaching of the contested view of gender identity.

That’s what our RSHE guidance will ensure.

My article 👇

thesun.co.uk/news/27944137/k…",https://nitter.poast.org/GillianKeegan/status/1791027494641963108#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Gillian Keegan MP,@GillianKeegan,
['https://nitter.poast.org/pic/orig/media%2FGNr8qetXkAA03t-.jpg'],,,,,tweet,"May 16, 2024 · 8:24 AM UTC","1,622",523,356,"3,050","Under no circumstances should parents be blocked from seeing the content taught in their own children’s lessons.

Nor should it be controversial to teach our children that biological sex is a fact.

Today we're taking action to change this.",https://nitter.poast.org/RishiSunak/status/1791021976816951432#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,@BBCNews,quote,"May 15, 2024 · 2:00 PM UTC",800,271,47,"1,952",Shocked to hear this awful news. All our thoughts are with Prime Minister Fico and his family.,https://nitter.poast.org/RishiSunak/status/1790744132790407434#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,Slovak PM Fico in hospital after being shot bbc.in/4bFt3B4
[],,,,,tweet,"May 15, 2024 · 12:51 PM UTC",347,89,17,447,"Congratulations to @LawrenceWongST.

For decades the UK and Singapore have worked side by side on trade, security and technology, championed by @leehsienloong.

I know that relationship will continue to thrive in the years to come through our Strategic Partnership 🇬🇧🇸🇬",https://nitter.poast.org/RishiSunak/status/1790726759744184368#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 15, 2024 · 10:36 AM UTC","8,983","2,072","5,236","15,297","We’ve taken action to reduce migration.

Student dependant applications are now down by 80%.",https://nitter.poast.org/RishiSunak/status/1790692815111926010#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],Rishi Sunak retweeted,,National Farmers' Union,@NFUtweets,retweet,"May 14, 2024 · 3:16 PM UTC",144,69,9,206,"""It really puts farming and food production on the political agenda in a way which wouldn't be possible if they didn't have this strategic day""

NFU President Tom Bradshaw (@ProagriLtd) updates after attending the UK Farm to Fork Summit at No.10 this morning.

#BackBritishFarming",https://nitter.poast.org/NFUtweets/status/1790400833265299791#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,National Farmers' Union,@NFUtweets,
['https://nitter.poast.org/pic/orig/media%2FGNjLXfNXUAAR5JB.jpg'],,,,,tweet,"May 14, 2024 · 3:34 PM UTC","2,103",241,189,"2,608",Supporting our great British farmers for generations to come 🇬🇧,https://nitter.poast.org/RishiSunak/status/1790405272315318635#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGNiXXDkXIAAPr2A.jpg'],,,,@10DowningStreet,quote,"May 14, 2024 · 1:00 PM UTC","1,526",135,91,674,I’ll always back British farmers 👇,https://nitter.poast.org/RishiSunak/status/1790366486004940887#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,"Today we’re going even further to support British farmers.

Prime Minister @RishiSunak laid out the Government’s plan⬇️"
['https://nitter.poast.org/pic/orig/media%2FGNhp8jWWMAAbeH-.jpg'],Rishi Sunak retweeted,,Rt Hon Grant Shapps MP,@grantshapps,retweet,"May 14, 2024 · 8:25 AM UTC","1,829",245,180,"1,163","We will build up to 6 new warships capable of rapidly landing commandos onto beaches across the world, and we will save HMS Albion & HMS Bulwalk from being scrapped or mothballed. 

Together today’s announcement will secure the future of the @RoyalMarines for generations.",https://nitter.poast.org/grantshapps/status/1790297343952109601#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rt Hon Grant Shapps MP,@grantshapps,
[],,,,,tweet,"May 14, 2024 · 9:37 AM UTC","1,657",407,132,"2,090","The soldiers landing on Normandy’s beaches in June 1944 were beacons of hope for a continent shrouded in darkness.

It was a privilege to light the torch of remembrance this morning ahead of #DDay80.

The service of these brave veterans will not be forgotten.",https://nitter.poast.org/RishiSunak/status/1790315431959437676#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 13, 2024 · 12:19 PM UTC","4,633",385,435,"1,751","There are storms ahead. 

The dangers are all too real. 

But with bold action and a clear plan we can and we will create a more secure future. 

My vision 👇",https://nitter.poast.org/RishiSunak/status/1789993811805937837#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGNdBvh_XQAEgbTC.jpg'],,,,,tweet,"May 13, 2024 · 10:53 AM UTC","3,434",315,274,"1,601",How we act in the face of these changes will determine whether or not Britain will succeed in the years to come.,https://nitter.poast.org/RishiSunak/status/1789972127757549905#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 10, 2024 · 2:38 PM UTC","2,513",216,121,994,"GDP is up. That is good news for everyone.

We know things are still tough for many people, but our plan for the economy is working, and we must stick to it.",https://nitter.poast.org/RishiSunak/status/1788941594697121944#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 10, 2024 · 6:08 AM UTC","2,951",261,269,"1,150","The economy has turned a corner. Today's news proves that.  

We know things are still tough for many people, but the plan is working, and we must stick to it.",https://nitter.poast.org/RishiSunak/status/1788813441018315122#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGNJGJppWMAAoW-m.jpg'],Rishi Sunak retweeted,,UK Prime Minister,@10DowningStreet,retweet,"May 9, 2024 · 2:01 PM UTC","1,191",353,207,"1,620","""Together, we will keep Jewish students safe on our campuses.”

The Prime Minister and leading universities met today in Downing Street to discuss efforts to tackle antisemitism on campus and protect Jewish students.

There is no place in our society for antisemitism.",https://nitter.poast.org/10DowningStreet/status/1788569973931090153#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,UK Prime Minister,@10DowningStreet,
['https://nitter.poast.org/pic/orig/media%2FGNIb4g6XQAAKMVM.jpg'],Rishi Sunak retweeted,,Victoria Atkins,@VictoriaAtkins,retweet,"May 9, 2024 · 12:24 PM UTC",496,54,32,155,"Six months of progress on the waiting list, and a key cancer target hit. 

The NHS in England is delivering. 

Let’s stick with the plan.",https://nitter.poast.org/VictoriaAtkins/status/1788545663858294810#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Victoria Atkins,@VictoriaAtkins,
[],Rishi Sunak retweeted,,Gillian Keegan MP,@GillianKeegan,retweet,"May 9, 2024 · 10:00 AM UTC",331,35,13,130,"I know from my own family how parents of children with special educational needs can sometimes feel like they have to battle the system.

That’s why we’re:

💷 Putting record investment in SEND
📈 Building over 200 special schools
🏫 Delivering 60,000 more special school places👇",https://nitter.poast.org/GillianKeegan/status/1788509464758198373#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Gillian Keegan MP,@GillianKeegan,
['https://nitter.poast.org/pic/orig/media%2FGNDsFwsWAAAeHUb.jpg'],,,,@JamesCleverly,quote,"May 8, 2024 · 2:38 PM UTC","3,083",233,228,"1,421","National security is the first duty of government.

I will do everything to ensure we protect our people and our allies.",https://nitter.poast.org/RishiSunak/status/1788216971726557516#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,"Russia think they can divide Europe through continued hostile action.

They are wrong.

Today, we have announced we are expelling an undeclared Russian military intelligence officer and are placing limits on the amount of time their diplomats are able to stay in the UK."
['https://nitter.poast.org/pic/orig/media%2FGNCtqDlWIAAh_sM.jpg'],,,,@10DowningStreet,quote,"May 8, 2024 · 9:28 AM UTC","2,491",420,"1,520","3,440","The world owes an enormous debt to Winston Churchill and the many heroes who defeated Nazism and freed Europe from tyranny.

We honour and remember them. This #VEDay and always.",https://nitter.poast.org/RishiSunak/status/1788138964781547803#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,"Today is #VEDay.

On this day 79 years ago Prime Minister Winston Churchill announced the end of the Second World War in Europe.

Nearly eight decades on we remember the many British, Commonwealth and Allied personnel who liberated a continent from tyranny."
"['https://nitter.poast.org/pic/orig/media%2FGM_ZCHqXsAEaEPN.jpg', 'https://nitter.poast.org/pic/orig/media%2FGM_ZE2bXUAAqXBw.jpg', 'https://nitter.poast.org/pic/orig/media%2FGM_ZHc8WAAE07Lx.jpg', 'https://nitter.poast.org/pic/orig/media%2FGM_ZKTdWcAEqe0E.jpg']",,,,,tweet,"May 7, 2024 · 5:30 PM UTC","1,047",131,37,839,"Fantastic to visit @wayve_ai today, which has just secured the biggest investment in a UK AI company ever.

This is a huge vote of confidence in the UK as an AI superpower, and shows that our plan for the economy is working.",https://nitter.poast.org/RishiSunak/status/1787897701507490154#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
"['https://nitter.poast.org/pic/orig/media%2FGM_Kv7YXsAAK-pP.jpg', 'https://nitter.poast.org/pic/orig/media%2FGM_Kv7QXYAEHmUM.jpg', 'https://nitter.poast.org/pic/orig/media%2FGM_KyJlXMAAZ2rr.jpg', 'https://nitter.poast.org/pic/orig/media%2FGM_KzvxWEAALjM3.jpg']",,,,,tweet,"May 7, 2024 · 3:45 PM UTC","1,303",190,576,"2,451","United fans, look away now.

Fantastic to meet the @PalaceForLife team at @CPFC  today.

Football changes lives and it's great to see initiatives like this bringing communities together.",https://nitter.poast.org/RishiSunak/status/1787871330190143762#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,@BBCNews,quote,"May 7, 2024 · 3:15 PM UTC",776,58,38,384,"I look forward to working constructively with @JohnSwinney, focusing on the real issues that matter to families – delivering jobs, growth and better public services for people across Scotland.",https://nitter.poast.org/RishiSunak/status/1787863731814199483#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,Swinney wins nomination to be Scotland's first minister bbc.in/3JNX5qu
[],,,,@alexandr_wang,quote,"May 7, 2024 · 1:38 PM UTC","1,481",151,90,792,"This is great news for the UK’s AI sector which is worth more than £3.7 billion every year, employs over 50,000 people, and will help grow the economy.

This is a testament to our leadership in this industry, and shows that our plan is working.",https://nitter.poast.org/RishiSunak/status/1787839511285657764#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,"Scale AI is expanding into London for our European HQ 🇬🇧

London is full of brilliant individuals we are excited to work with!

Join us!

I am also confident in our choice due to @RishiSunak and the country’s thoughtful approach to AI policy.

Read more:

gov.uk/government/news/scale…"
['https://nitter.poast.org/pic/orig/media%2FGMpsOR_XsAAITgO.jpg'],,,,@Conservatives,quote,"May 3, 2024 · 11:50 AM UTC","4,002",252,262,"1,893","Huge congratulations to my friend @BenHouchen.

Tees Valley want us to stick with the plan that's working:

Jobs up.
Airport saved.
Steelmaking back.
Darlington Economic Campus.

Excited for Ben to keep delivering more jobs and opportunities for local people.",https://nitter.poast.org/RishiSunak/status/1786362757522022867#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,HUGE victory in Tees Valley for @BenHouchen 👏
['https://nitter.poast.org/pic/orig/media%2FGMmjnRIX0AAc_u-.jpg'],Rishi Sunak retweeted,,Conservatives,@Conservatives,retweet,"May 2, 2024 · 9:00 PM UTC","1,768",187,123,"1,035",To every voter and volunteer across the country who supported us to deliver a brighter future - THANK YOU!,https://nitter.poast.org/Conservatives/status/1786138629221257637#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Conservatives,@Conservatives,
['https://nitter.poast.org/pic/orig/media%2FGMjzONvXEAIP9_G.jpg'],,,,,tweet,"May 2, 2024 · 8:09 AM UTC","6,487",445,699,"4,078","Today you get to choose who runs your local services.

The facts are clear, @Conservatives keep council tax low and deliver better local services. 

Vote Conservative today to deliver a brighter future for your area.",https://nitter.poast.org/RishiSunak/status/1785944683341861061#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"May 1, 2024 · 11:41 AM UTC",155,27,5,123,Read more on the drop in student dependant applications and other cuts to our migration system: gov.uk/government/news/home-…,https://nitter.poast.org/RishiSunak/status/1785635567083942356#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGMfCTBoXwAATFFc.jpg'],,,,,tweet,"May 1, 2024 · 10:01 AM UTC","2,511",268,279,"1,902","The number of students bringing family members and dependants to the UK was too high.

This wasn't fair.

Our changes are working – student dependant numbers are now down by 80%.",https://nitter.poast.org/RishiSunak/status/1785610482583298099#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,@JamesCleverly,quote,"Apr 30, 2024 · 9:52 AM UTC","1,024",156,55,848,"This is a shocking incident. My thoughts are with those affected and their families.

I'd like to thank the emergency services for their ongoing response, and pay tribute to the extraordinary bravery shown by police on the scene.

Such violence has no place on our streets.",https://nitter.poast.org/RishiSunak/status/1785245715645575441#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,"I am being regularly updated about the incident at Hainault Station this morning

My thoughts are with those who have been affected & thank you to the emergency responders

I would urge people not to speculate or share footage online and provide relevant information to the police"
[],,,,,tweet,"Apr 30, 2024 · 8:11 AM UTC","3,568",236,391,"1,440","Payday is here.

Our second National Insurance cut hits payslips today.

Taken together, they’re worth £900 to someone earning the UK average salary.",https://nitter.poast.org/RishiSunak/status/1785220532645884264#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"Apr 29, 2024 · 1:24 PM UTC",339,39,14,110,Find out more about how we’re reforming our welfare system: pm-priorities.campaign.gov.u…,https://nitter.poast.org/RishiSunak/status/1784936708275872032#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGMU4qfFXEAAEDcP.jpg'],,,,,tweet,"Apr 29, 2024 · 1:24 PM UTC","3,650",311,448,"1,173","Our disability benefit system isn’t working how it should be.

That's why we're reforming it, targeting support to those who need it most and ending the one-size fits all approach.

We'll always protect the vulnerable, but must make sure the system is sustainable for the future.",https://nitter.poast.org/RishiSunak/status/1784936703829889350#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"Apr 29, 2024 · 8:20 AM UTC","5,349",784,"1,423","4,447","Pay day is coming.

Our second National Insurance cut hits payslips tomorrow.

It's worth £900 to someone earning the UK average salary.",https://nitter.poast.org/RishiSunak/status/1784860222806266011#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"Apr 28, 2024 · 8:33 AM UTC","2,793",317,235,"1,319","Pay day is almost here.

Our second National Insurance cut hits payslips next week.

It's worth £900 to someone earning the UK average salary.",https://nitter.poast.org/RishiSunak/status/1784501142296158617#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"Apr 27, 2024 · 8:00 AM UTC","2,861",333,274,"1,542","Pay day is on the way.

Our second National Insurance cut hits payslips next week.

It's worth £900 to someone earning the UK average salary.",https://nitter.poast.org/RishiSunak/status/1784130477026115762#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGMGzZSmXYAAI7Qk.jpg'],,,,@RoyalFamily,quote,"Apr 26, 2024 · 5:03 PM UTC","1,391",496,63,"5,566",Brilliant news to end the week!,https://nitter.poast.org/RishiSunak/status/1783904812242698722#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,"His Majesty The King will shortly return to public-facing duties after a period of treatment and recuperation following his recent cancer diagnosis.
 
To help mark this milestone, The King and Queen will make a joint visit to a cancer treatment centre next Tuesday, where they will meet medical specialists and patients. This visit will be the first in a number of external engagements His Majesty will undertake in the weeks ahead. 
 
In addition, The King and Queen will host Their Majesties The Emperor and Empress of Japan for a State Visit in June, at the request of HM Government.
 
As the first anniversary of The Coronation approaches, Their Majesties remain deeply grateful for the many kindnesses and good wishes they have received from around the world throughout the joys and challenges of the past year."
[],,,,,tweet,"Apr 26, 2024 · 8:00 AM UTC","4,829","1,010","1,039","5,711","Pay day is coming.

Our second National Insurance cut hits payslips next week.

It's worth £900 to someone earning the UK average salary.",https://nitter.poast.org/RishiSunak/status/1783768169716314136#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGMBRsJNWAAAoJwr.jpg'],Rishi Sunak retweeted,,James Cleverly🇬🇧,@JamesCleverly,retweet,"Apr 25, 2024 · 3:15 PM UTC","1,135",83,83,454,"The UK-Rwanda Treaty has been ratified.

We said we would do what was necessary to stop the boats, today marks another key step forward.",https://nitter.poast.org/JamesCleverly/status/1783515274756419865#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,James Cleverly🇬🇧,@JamesCleverly,
[],,,,,tweet,"Apr 25, 2024 · 2:08 PM UTC",109,21,,182,"Read more about Russ and his journey here 👇
givestar.io/gs/PROJECTAFRICA",https://nitter.poast.org/RishiSunak/status/1783498425247371391#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"Apr 25, 2024 · 2:00 PM UTC","1,476",510,837,"7,171","Only a few thousand miles to go...

My morning run with @HardestGeezer, congrats on Project Africa hitting £1 million.",https://nitter.poast.org/RishiSunak/status/1783496206276071848#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"Apr 24, 2024 · 4:37 PM UTC","3,467",511,256,"3,132","We will not waver, as we have never wavered in defence of our country, and the free, democratic world.",https://nitter.poast.org/RishiSunak/status/1783173477408616516#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"Apr 24, 2024 · 1:03 PM UTC",511,140,30,"1,149","Shocked at the news emerging from Ammanford today.

I want to thank the police and emergency services for their ongoing response and my thoughts are with all those affected.",https://nitter.poast.org/RishiSunak/status/1783119543625257309#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGL7UitWWAAEMySd.jpg'],,,,,tweet,"Apr 24, 2024 · 11:35 AM UTC","1,243",230,73,"2,370",Great to be here @Bundeskanzler 🇬🇧🇩🇪,https://nitter.poast.org/RishiSunak/status/1783097372933022126#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
[],,,,,tweet,"Apr 24, 2024 · 10:28 AM UTC",520,132,13,873,"Frank Field was a decent, moral, and thoughtful man. He was a great parliamentarian - he made our politics better and raised the level of national debate in this country.

My thoughts and prayers are with his family today.",https://nitter.poast.org/RishiSunak/status/1783080643577954371#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
['https://nitter.poast.org/pic/orig/media%2FGL6jxE5WsAAgMe7.jpg'],,,,,tweet,"Apr 24, 2024 · 8:00 AM UTC","2,282",414,189,"3,432","Together, we are stronger 🇬🇧🇩🇪

I’m in Berlin to deepen our defence and security cooperation.

The UK and Germany stand side by side to preserve security and prosperity at home and abroad.",https://nitter.poast.org/RishiSunak/status/1783043355288519008#m,Rishi Sunak,RishiSunak,4091,405,2347786,275,Rishi Sunak,@RishiSunak,
